 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'gamma' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'shock' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'tau' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rho' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhoa' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'rhow' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cda' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Cdw' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Pstern' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'ellipse' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'C' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'deltamin' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Tref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'Lref' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windx' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'windy' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'f' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_w' found in param-file but not registered in the DataFormatHandler-code.
 ********  FileScanner:: keyword 'theta_a' found in param-file but not registered in the DataFormatHandler-code.
Newton: 5	38	10 11 8 9 
Newton: 5	38	10 11 8 9 
Newton: 5	38	10 11 8 9 
Newton: 5	38	10 11 8 9 
Newton: 6	49	10 10 9 11 9 
Newton: 6	48	10 10 9 10 9 
Newton: 5	39	10 11 9 9 
Newton: 6	48	10 11 9 9 9 
Newton: 6	48	10 11 9 9 9 
Newton: 6	46	10 10 7 10 9 
Newton: 7	54	10 7 9 10 8 10 
Newton: 7	55	10 9 8 9 10 9 
Newton: 6	45	10 8 8 9 10 
Newton: 6	48	11 9 9 10 9 
Newton: 5	38	10 10 9 9 
Newton: 6	47	11 10 8 9 9 
Newton: 6	48	11 10 9 9 9 
Newton: 6	48	11 10 9 9 9 
Newton: 5	38	11 10 8 9 
Newton: 5	38	11 10 8 9 
Newton: 5	38	11 10 8 9 
Newton: 5	37	10 10 8 9 
Newton: 5	37	11 9 8 9 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 10 9 10 
Newton: 6	50	11 10 9 10 10 
Newton: 7	58	11 9 9 8 11 10 
Newton: 7	59	11 9 9 10 10 10 
Newton: 9	78	11 9 9 9 9 11 10 10 
Newton: 6	50	10 10 9 11 10 
Newton: 6	51	11 10 9 10 11 
Newton: 6	52	11 10 9 11 11 
Newton: 6	51	11 10 9 11 10 
Newton: 6	50	11 10 8 11 10 
Newton: 7	60	11 9 11 10 10 9 
Newton: 6	55	11 10 12 11 11 
Newton: 5	43	11 10 11 11 
Newton: 5	42	10 11 10 11 
Newton: 5	43	10 11 10 12 
Newton: 5	43	11 11 10 11 
Newton: 5	43	10 11 11 11 
Newton: 5	44	10 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 12 11 
Newton: 5	41	10 10 11 10 
Newton: 5	45	10 12 12 11 
Newton: 5	47	11 12 13 11 
Newton: 5	47	11 12 13 11 
Newton: 5	48	11 12 13 12 
Newton: 5	48	11 12 13 12 
Newton: 5	48	11 12 13 12 
Newton: 5	49	10 13 13 13 
Newton: 5	48	11 12 13 12 
Newton: 5	47	10 12 13 12 
Newton: 5	46	10 12 12 12 
Newton: 5	46	10 11 13 12 
Newton: 5	46	11 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	45	11 10 12 12 
Newton: 5	45	11 10 12 12 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 10 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	47	11 12 12 12 
Newton: 5	47	11 11 12 13 
Newton: 5	46	11 11 11 13 
Newton: 5	47	11 11 12 13 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	45	11 11 11 12 
Newton: 6	58	11 11 12 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	47	11 12 12 12 
Newton: 5	47	11 12 12 12 
Newton: 5	47	12 11 11 13 
Newton: 5	46	12 11 10 13 
Newton: 5	46	12 10 11 13 
Newton: 5	46	13 11 10 12 
Newton: 6	57	12 10 10 13 12 
Newton: 7	55	12 10 7 6 9 11 
Newton: 8	66	12 8 10 8 8 10 10 
Newton: 7	67	12 9 11 10 13 12 
Newton: 8	79	12 10 11 10 12 12 12 
Newton: 9	82	12 11 9 10 10 9 11 10 
Newton: 6	55	12 10 10 12 11 
Newton: 5	44	11 12 10 11 
Newton: 5	44	11 12 10 11 
Newton: 6	53	10 12 9 10 12 
Newton: 7	62	10 10 9 11 11 11 
Newton: 5	40	10 9 9 12 
Newton: 5	44	10 12 10 12 
Newton: 5	44	10 11 11 12 
Newton: 5	45	12 12 9 12 
Newton: 5	44	13 10 10 11 
Newton: 5	47	13 10 11 13 
Newton: 5	45	13 10 10 12 
Newton: 5	44	13 10 10 11 
Newton: 5	49	13 11 12 13 
Newton: 5	49	11 13 12 13 
Newton: 5	50	12 13 12 13 
Newton: 5	50	14 14 11 11 
Newton: 5	51	13 12 12 14 
Newton: 5	48	11 12 11 14 
Newton: 5	50	11 13 12 14 
Newton: 6	61	11 13 11 14 12 
Newton: 8	75	10 10 11 9 12 12 11 
Newton: 19	145	10 10 10 4 8 5 7 9 9 8 6 5 8 5 7 9 13 12 
Newton: 16	123	9 9 7 8 7 7 9 7 6 4 6 9 10 12 13 
Newton: 6	56	10 11 13 10 12 
Newton: 6	59	11 10 13 14 11 
Newton: 5	49	11 11 12 15 
Newton: 5	47	11 13 10 13 
Newton: 5	49	11 12 12 14 
Newton: 5	47	12 13 11 11 
Newton: 5	48	11 13 11 13 
Newton: 6	59	11 13 10 13 12 
Newton: 5	50	12 14 11 13 
Newton: 5	46	10 11 12 13 
Newton: 5	46	11 13 11 11 
Newton: 5	46	12 13 10 11 
Newton: 5	50	13 13 11 13 
Newton: 5	49	12 14 11 12 
Newton: 5	49	11 14 11 13 
Newton: 5	48	11 14 10 13 
Newton: 5	45	11 13 10 11 
Newton: 5	46	12 13 10 11 
Newton: 5	45	11 13 10 11 
Newton: 5	45	11 13 10 11 
Newton: 4	34	11 13 10 
Newton: 5	47	11 14 10 12 
Newton: 5	43	11 11 10 11 
Newton: 5	45	11 13 10 11 
Newton: 5	46	10 14 10 12 
Newton: 5	44	9 13 11 11 
Newton: 5	43	10 13 10 10 
Newton: 4	35	12 13 10 
Newton: 5	44	11 13 10 10 
Newton: 11	88	8 8 13 12 6 6 6 8 10 11 
Newton: 10	81	9 6 8 9 9 8 9 9 14 
Newton: 9	70	10 8 12 6 6 7 8 13 
Newton: 7	64	12 13 9 10 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	44	11 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	40	10 10 9 11 
Newton: 5	41	10 10 9 12 
Newton: 5	46	13 11 10 12 
Newton: 5	45	12 13 10 10 
Newton: 5	45	12 13 10 10 
Newton: 5	46	12 12 10 12 
Newton: 6	56	12 12 10 11 11 
Newton: 5	45	12 12 10 11 
Newton: 5	45	12 12 10 11 
Newton: 6	55	12 12 10 11 10 
Newton: 6	53	11 11 10 11 10 
Newton: 7	61	11 9 10 11 8 12 
Newton: 7	62	11 10 9 10 11 11 
Newton: 7	63	11 11 10 10 11 10 
Newton: 5	44	12 11 10 11 
Newton: 5	42	11 12 9 10 
Newton: 5	43	12 11 9 11 
Newton: 5	43	11 12 10 10 
Newton: 7	64	12 11 10 11 10 10 
Newton: 6	54	12 11 10 11 10 
Newton: 6	53	12 11 10 10 10 
Newton: 6	54	12 11 10 11 10 
Newton: 6	54	12 11 10 11 10 
Newton: 6	54	12 11 10 11 10 
Newton: 5	42	12 10 9 11 
Newton: 5	41	11 10 9 11 
Newton: 5	41	11 11 9 10 
Newton: 6	52	11 10 9 11 11 
Newton: 5	40	11 9 9 11 
Newton: 6	51	11 9 9 11 11 
Newton: 7	62	11 10 10 9 11 11 
Newton: 6	52	12 10 10 9 11 
Newton: 6	53	12 10 9 11 11 
Newton: 6	54	11 11 9 12 11 
Newton: 6	53	11 10 9 12 11 
Newton: 6	53	11 11 9 11 11 
Newton: 5	45	11 11 11 12 
Newton: 5	45	12 11 11 11 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 12 10 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 6	58	11 11 11 13 12 
Newton: 5	47	12 10 12 13 
Newton: 6	58	12 11 12 12 11 
Newton: 5	46	12 10 12 12 
Newton: 5	45	12 10 12 11 
Newton: 5	47	11 12 12 12 
Newton: 5	48	12 12 12 12 
Newton: 4	36	12 12 12 
Newton: 5	49	11 13 13 12 
Newton: 5	45	11 11 12 11 
Newton: 5	48	11 12 13 12 
Newton: 4	36	11 12 13 
Newton: 4	37	12 12 13 
Newton: 4	36	11 12 13 
Newton: 5	48	11 11 13 13 
Newton: 5	47	10 12 13 12 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	44	9 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	46	10 11 12 13 
Newton: 5	46	10 11 12 13 
Newton: 6	52	10 11 10 10 11 
Newton: 8	76	10 10 11 12 11 11 11 
Newton: 6	57	11 10 11 13 12 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 12 10 12 
Newton: 6	57	10 11 12 12 12 
Newton: 5	45	10 11 11 13 
Newton: 5	45	10 11 12 12 
Newton: 5	45	10 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	45	11 10 11 13 
Newton: 5	46	11 10 12 13 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 12 12 
Newton: 5	47	11 11 12 13 
Newton: 5	46	11 11 12 12 
Newton: 6	59	11 11 12 12 13 
Newton: 8	81	11 11 12 10 11 13 13 
Newton: 6	59	11 11 12 12 13 
Newton: 5	48	12 11 12 13 
Newton: 5	48	12 11 12 13 
Newton: 5	47	11 12 12 12 
Newton: 5	48	11 12 12 13 
Newton: 5	48	12 11 12 13 
Newton: 5	49	12 11 13 13 
Newton: 5	48	12 11 12 13 
Newton: 5	48	13 10 12 13 
Newton: 5	48	13 10 12 13 
Newton: 5	48	13 10 12 13 
Newton: 6	59	13 10 10 13 13 
Newton: 6	52	13 10 9 8 12 
Newton: 8	75	13 9 9 8 11 13 12 
Newton: 8	77	13 8 10 10 12 12 12 
Newton: 8	76	13 10 10 10 12 10 11 
Newton: 14	122	13 10 11 11 8 8 10 7 10 12 6 7 9 
Newton: 9	81	13 9 9 9 9 10 11 11 
Newton: 6	57	12 10 12 12 11 
Newton: 6	58	12 10 11 13 12 
Newton: 5	45	11 11 11 12 
Newton: 6	55	11 10 12 11 11 
Newton: 5	45	11 10 12 12 
Newton: 5	42	10 9 11 12 
Newton: 5	43	10 9 12 12 
Newton: 5	44	10 11 11 12 
Newton: 5	46	12 10 12 12 
Newton: 5	44	12 9 11 12 
Newton: 6	56	11 12 10 11 12 
Newton: 5	46	12 10 11 13 
Newton: 5	43	11 12 10 10 
Newton: 5	45	11 12 10 12 
Newton: 5	45	11 12 10 12 
Newton: 5	46	12 10 11 13 
Newton: 5	42	10 12 10 10 
Newton: 5	44	11 12 9 12 
Newton: 6	55	12 11 10 12 10 
Newton: 5	42	10 11 9 12 
Newton: 5	44	10 12 10 12 
Newton: 5	45	10 11 11 13 
Newton: 5	45	10 12 10 13 
Newton: 5	42	10 10 10 12 
Newton: 5	46	11 12 10 13 
Newton: 5	42	9 11 10 12 
Newton: 5	44	11 12 9 12 
Newton: 6	52	9 10 12 11 10 
Newton: 6	49	10 11 7 10 11 
Newton: 5	45	11 12 10 12 
Newton: 5	43	11 12 10 10 
Newton: 5	44	10 12 10 12 
Newton: 6	55	13 10 10 11 11 
Newton: 6	58	12 13 10 12 11 
Newton: 6	55	10 12 10 12 11 
Newton: 5	46	11 13 10 12 
Newton: 5	43	10 10 12 11 
Newton: 5	42	10 12 10 10 
Newton: 5	46	11 13 10 12 
Newton: 5	43	11 12 9 11 
Newton: 5	45	11 12 10 12 
Newton: 5	45	11 12 10 12 
Newton: 5	43	11 13 9 10 
Newton: 4	33	11 13 9 
Newton: 4	32	11 12 9 
Newton: 5	41	10 9 10 12 
Newton: 7	54	9 11 8 7 7 12 
Newton: 6	48	10 9 8 9 12 
Newton: 5	42	11 12 9 10 
Newton: 5	42	11 12 9 10 
Newton: 5	42	11 12 9 10 
Newton: 5	42	9 12 10 11 
Newton: 5	41	10 12 9 10 
Newton: 5	41	10 12 9 10 
Newton: 5	42	11 12 9 10 
Newton: 5	41	11 12 9 9 
Newton: 5	41	11 12 9 9 
Newton: 5	42	11 12 9 10 
Newton: 5	42	11 12 9 10 
Newton: 5	41	11 12 9 9 
Newton: 5	41	11 12 9 9 
Newton: 5	41	11 12 9 9 
Newton: 5	41	11 12 9 9 
Newton: 5	40	11 12 8 9 
Newton: 5	40	11 12 8 9 
Newton: 5	40	11 12 8 9 
Newton: 5	40	10 12 9 9 
Newton: 5	42	11 12 9 10 
Newton: 5	42	11 12 9 10 
Newton: 5	40	10 12 9 9 
Newton: 5	40	10 11 9 10 
Newton: 5	42	11 11 9 11 
Newton: 5	41	11 11 9 10 
Newton: 5	40	10 11 9 10 
Newton: 7	51	11 10 8 6 9 7 
Newton: 8	60	10 8 9 7 7 9 10 
Newton: 7	55	10 9 8 9 10 9 
Newton: 6	49	10 10 9 10 10 
Newton: 6	49	10 10 9 10 10 
Newton: 6	50	11 9 9 11 10 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 10 9 10 
Newton: 5	40	11 9 10 10 
Newton: 5	40	11 9 10 10 
Newton: 5	39	10 10 9 10 
Newton: 6	49	10 10 9 10 10 
Newton: 6	50	11 10 9 10 10 
Newton: 6	50	11 10 9 10 10 
Newton: 7	60	11 10 9 10 10 10 
Newton: 6	50	11 10 9 10 10 
Newton: 6	50	11 9 9 10 11 
Newton: 5	40	11 9 9 11 
Newton: 6	51	11 9 9 11 11 
Newton: 8	72	11 10 10 10 9 11 11 
Newton: 12	100	11 10 10 9 8 8 5 8 10 9 12 
Newton: 7	63	11 10 10 11 10 11 
Newton: 6	54	11 10 10 12 11 
Newton: 5	44	11 11 10 12 
Newton: 6	52	11 11 7 13 10 
Newton: 6	52	11 11 9 11 10 
Newton: 5	44	11 10 10 13 
Newton: 5	45	11 10 12 12 
Newton: 5	46	12 11 12 11 
Newton: 5	45	11 11 11 12 
Newton: 5	46	11 12 11 12 
Newton: 5	47	12 11 11 13 
Newton: 5	46	12 11 11 12 
Newton: 5	47	12 11 12 12 
Newton: 5	48	12 12 12 12 
Newton: 4	36	12 12 12 
Newton: 4	35	12 11 12 
Newton: 5	47	12 11 12 12 
Newton: 6	58	11 12 11 12 12 
Newton: 6	57	11 10 13 11 12 
Newton: 6	55	11 9 12 12 11 
Newton: 5	48	12 11 13 12 
Newton: 6	55	11 11 11 11 11 
Newton: 6	58	12 11 12 11 12 
Newton: 6	58	11 11 12 12 12 
Newton: 6	59	11 12 12 12 12 
Newton: 6	62	11 12 13 13 13 
Newton: 6	64	11 12 14 14 13 
Newton: 5	49	11 12 13 13 
Newton: 5	46	10 12 12 12 
Newton: 6	61	11 11 13 13 13 
Newton: 6	62	11 11 13 14 13 
Newton: 6	60	11 12 13 12 12 
Newton: 5	46	11 10 12 13 
Newton: 5	46	10 11 12 13 
Newton: 5	48	11 11 12 14 
Newton: 5	48	11 11 12 14 
Newton: 5	47	11 11 12 13 
Newton: 6	60	11 10 12 14 13 
Newton: 5	48	11 11 12 14 
Newton: 5	48	11 11 12 14 
Newton: 6	61	11 11 12 14 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 6	61	11 11 12 14 13 
Newton: 6	60	11 11 11 14 13 
Newton: 5	46	11 10 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 5	48	11 12 12 13 
Newton: 5	48	11 13 12 12 
Newton: 5	47	11 11 12 13 
Newton: 5	47	11 11 12 13 
Newton: 6	60	11 11 12 13 13 
Newton: 5	47	11 11 12 13 
Newton: 5	47	12 10 12 13 
Newton: 5	48	12 11 12 13 
Newton: 5	48	13 11 11 13 
Newton: 5	48	12 11 12 13 
Newton: 5	49	13 11 11 14 
Newton: 5	49	13 11 11 14 
Newton: 5	48	12 11 12 13 
Newton: 5	49	13 11 11 14 
Newton: 5	49	13 11 11 14 
Newton: 6	55	13 11 10 10 11 
Newton: 7	62	13 11 9 7 9 13 
Newton: 8	75	13 8 10 10 10 13 11 
Newton: 6	60	13 10 12 13 12 
Newton: 7	71	13 10 11 13 12 12 
Newton: 12	112	12 10 10 11 6 9 10 8 13 13 10 
Newton: 8	82	12 11 12 12 11 11 13 
Newton: 7	68	12 10 12 10 12 12 
Newton: 7	71	12 11 11 13 12 12 
Newton: 6	59	11 12 11 13 12 
Newton: 6	59	11 11 12 13 12 
Newton: 5	45	11 10 11 13 
Newton: 5	44	10 10 11 13 
Newton: 5	46	10 11 12 13 
Newton: 5	44	10 9 11 14 
Newton: 5	47	11 11 12 13 
Newton: 6	59	11 11 12 13 12 
Newton: 6	57	11 9 13 13 11 
Newton: 6	56	11 11 9 13 12 
Newton: 6	59	11 11 11 14 12 
Newton: 6	54	10 12 10 9 13 
Newton: 6	58	11 11 13 12 11 
Newton: 6	59	11 12 11 13 12 
Newton: 5	46	11 12 10 13 
Newton: 5	49	12 12 13 12 
Newton: 5	49	12 13 10 14 
Newton: 5	45	11 11 10 13 
Newton: 5	46	11 11 13 11 
Newton: 4	35	11 13 11 
Newton: 4	33	9 11 13 
Newton: 5	48	11 12 11 14 
Newton: 5	50	12 14 10 14 
Newton: 5	50	13 14 9 14 
Newton: 5	44	10 13 10 11 
Newton: 5	50	11 13 13 13 
Newton: 5	46	11 13 10 12 
Newton: 4	37	11 14 12 
Newton: 5	51	14 13 12 12 
Newton: 5	54	14 13 14 13 
Newton: 5	52	13 14 13 12 
Newton: 4	37	11 13 13 
Newton: 5	49	12 13 12 12 
Newton: 5	50	12 13 12 13 
Newton: 5	50	12 13 12 13 
Newton: 5	49	11 12 12 14 
Newton: 5	48	9 13 12 14 
Newton: 5	48	11 13 11 13 
Newton: 5	49	11 12 12 14 
Newton: 5	49	12 13 11 13 
Newton: 5	51	13 13 12 13 
Newton: 5	48	12 13 11 12 
Newton: 5	45	9 13 11 12 
Newton: 5	43	9 13 10 11 
Newton: 5	46	11 13 10 12 
Newton: 5	49	12 13 11 13 
Newton: 5	50	11 12 13 14 
Newton: 5	49	11 12 12 14 
Newton: 5	46	11 13 11 11 
Newton: 5	49	12 13 11 13 
Newton: 5	50	12 13 11 14 
Newton: 5	46	11 13 11 11 
Newton: 5	52	14 12 14 12 
Newton: 5	52	13 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	49	11 12 13 13 
Newton: 5	50	11 13 12 14 
Newton: 5	50	12 13 11 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	50	12 13 11 14 
Newton: 5	51	12 13 12 14 
Newton: 5	52	13 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	51	12 13 12 14 
Newton: 5	50	12 12 12 14 
Newton: 5	50	12 12 12 14 
Newton: 5	50	12 12 12 14 
Newton: 5	49	12 12 13 12 
Newton: 6	56	11 12 10 13 10 
Newton: 9	79	10 8 9 11 9 11 12 9 
Newton: 7	69	12 11 11 11 13 11 
Newton: 6	59	12 11 12 12 12 
Newton: 6	60	12 12 11 13 12 
Newton: 6	59	11 11 12 13 12 
Newton: 6	58	11 11 11 13 12 
Newton: 6	57	11 10 11 13 12 
Newton: 6	58	11 12 10 13 12 
Newton: 5	46	11 11 12 12 
Newton: 5	46	11 11 11 13 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	43	10 12 10 11 
Newton: 6	55	11 11 10 12 11 
Newton: 6	55	11 11 10 12 11 
Newton: 5	43	10 11 10 12 
Newton: 5	40	9 11 9 11 
Newton: 9	78	9 11 9 10 9 9 11 10 
Newton: 7	64	10 11 9 11 11 12 
Newton: 7	60	10 11 10 10 10 9 
Newton: 9	85	10 11 10 11 11 11 10 11 
Newton: 5	43	10 11 10 12 
Newton: 5	42	10 11 9 12 
Newton: 6	53	10 11 9 12 11 
Newton: 6	53	10 11 9 12 11 
Newton: 6	54	10 11 10 12 11 
Newton: 6	53	10 11 9 12 11 
Newton: 6	56	11 11 10 12 12 
Newton: 5	43	11 11 10 11 
Newton: 5	44	11 10 11 12 
Newton: 5	43	11 10 11 11 
Newton: 6	55	11 11 11 10 12 
Newton: 5	43	10 10 12 11 
Newton: 6	50	10 12 8 9 11 
Newton: 7	60	10 11 9 10 11 9 
Newton: 6	55	10 12 11 11 11 
Newton: 6	55	11 10 12 11 11 
Newton: 6	55	11 10 12 11 11 
Newton: 5	43	11 10 12 10 
Newton: 6	55	11 11 10 11 12 
Newton: 6	55	11 11 10 11 12 
Newton: 6	54	12 10 11 10 11 
Newton: 6	55	11 11 10 12 11 
Newton: 6	58	11 12 12 11 12 
Newton: 5	46	12 10 11 13 
Newton: 5	48	11 11 13 13 
Newton: 6	59	10 11 13 12 13 
Newton: 6	58	11 11 12 12 12 
Newton: 5	43	10 10 11 12 
Newton: 5	44	10 10 12 12 
Newton: 5	44	10 10 11 13 
Newton: 5	44	10 10 11 13 
Newton: 5	44	10 10 11 13 
Newton: 5	44	10 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	10 10 12 13 
Newton: 6	56	10 11 11 12 12 
Newton: 6	57	11 10 11 13 12 
Newton: 6	55	11 11 10 12 11 
Newton: 5	45	10 11 11 13 
Newton: 5	45	10 11 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	10 11 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 12 12 
Newton: 5	46	11 11 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 10 11 13 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 5	45	11 11 11 12 
Newton: 6	58	10 12 11 12 13 
Newton: 6	57	11 11 11 12 12 
Newton: 5	45	11 11 11 12 
Newton: 6	57	11 11 10 12 13 
Newton: 6	57	11 11 11 12 12 
Newton: 5	45	11 11 11 12 
Newton: 5	46	12 10 11 13 
Newton: 6	57	13 10 10 12 12 
Newton: 5	48	12 11 12 13 
Newton: 5	47	12 11 11 13 
Newton: 5	47	12 11 11 13 
Newton: 5	47	12 11 11 13 
Newton: 8	66	12 10 9 5 7 10 13 
Newton: 8	78	12 9 11 10 12 12 12 
Newton: 7	67	12 10 10 11 13 11 
Newton: 5	44	13 10 9 12 
Newton: 5	46	13 10 10 13 
Newton: 5	49	13 11 11 14 
Newton: 5	49	13 11 11 14 
Newton: 5	49	13 11 12 13 
Newton: 6	62	13 12 11 14 12 
Newton: 5	51	12 13 12 14 
Newton: 6	62	11 13 11 14 13 
Newton: 6	62	11 12 12 14 13 
Newton: 6	60	11 10 11 15 13 
Newton: 5	49	11 11 13 14 
Newton: 5	51	11 13 12 15 
Newton: 5	51	12 13 11 15 
Newton: 5	50	12 13 12 13 
Newton: 5	49	12 14 11 12 
Newton: 5	51	13 15 11 12 
Newton: 5	53	12 15 11 15 
Newton: 5	53	13 14 11 15 
Newton: 5	52	10 15 12 15 
Newton: 5	52	11 13 13 15 
Newton: 5	50	11 15 11 13 
Newton: 6	63	10 15 11 14 13 
Newton: 6	60	11 14 10 12 13 
Newton: 6	62	12 14 10 12 14 
Newton: 6	58	10 12 10 14 12 
Newton: 5	44	10 12 10 12 
Newton: 5	53	13 15 11 14 
Newton: 5	51	10 14 13 14 
Newton: 5	56	12 15 14 15 
